# Source: https://github.com/fvrmatteo/oracle-synthesis-meets-equality-saturation
# License: not specified
# expression	ground_truth
~(x+y+(~(x+y+x+y))+-z)	(x+y+z)
((((((((~ c | e) + c) + 1) - (((~ ((c | e) + (c & e)) | (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + ((c | e) + (c & e))) + 1)) - (((((~ c | e) + c) + 1) | ~ (((~ ((c | e) + (c & e)) | (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + ((c | e) + (c & e))) + 1)) << 1)) - 2) + ((((((c & ~ e) + (c & ~ e)) - (c ^ e)) + (((e & ~ c) + (e & ~ c)) - (e ^ c))) + 1) + ((- (((c & ~ e) + (c & ~ e)) - (c ^ e)) - 1) | (- (((e & ~ c) + (e & ~ c)) - (e ^ c)) - 1)))) + 1) + ((- ((((((~ c | e) + c) + 1) - (((~ ((c | e) + (c & e)) | (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + ((c | e) + (c & e))) + 1)) - (((((~ c | e) + c) + 1) | ~ (((~ ((c | e) + (c & e)) | (((c + c) + 1) + ((- c - 1) | (- c - 1)))) + ((c | e) + (c & e))) + 1)) << 1)) - 2) - 1) | (- ((((((c & ~ e) + (c & ~ e)) - (c ^ e)) + (((e & ~ c) + (e & ~ c)) - (e ^ c))) + 1) + ((- (((c & ~ e) + (c & ~ e)) - (c ^ e)) - 1) | (- (((e & ~ c) + (e & ~ c)) - (e ^ c)) - 1))) - 1))	-
((~ ((((((~ c | e) - ~ c) + ((c | e) + (c & e))) + 1) + ((- ((~ c | e) - ~ c) - 1) | (- ((c | e) + (c & e)) - 1))) - 1) + ((((e & e) * (e | e) + (e & ~ e) * (~ e & e)) + ~ (((((c | e) + (c | e)) - (c ^ e)) | e) - ((((c | e) + (c | e)) - (c ^ e)) & e))) + 1)) + 1) + ((- (~ ((((((~ c | e) - ~ c) + ((c | e) + (c & e))) + 1) + ((- ((~ c | e) - ~ c) - 1) | (- ((c | e) + (c & e)) - 1))) - 1)) - 1) | (- ((((e & e) * (e | e) + (e & ~ e) * (~ e & e)) + ~ (((((c | e) + (c | e)) - (c ^ e)) | e) - ((((c | e) + (c | e)) - (c ^ e)) & e))) + 1) - 1))	-
(((((((((((((((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)*0x100000000)|(((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)>>0x20))*0xa648bd40dace4ef5)+0x18b205a73cb902b7)>>0x8)|(((((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)>>0x20)*0xf500000000000000)+0xb700000000000000))^0x326deb9c5d995aeb)+0x29d5ca44d143b4fc)>>0x8)&0xff00ff00ff00ff)|((((((((((((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)*0x100000000)|(((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)>>0x20))*0xa648bd40dace4ef5)+0x18b205a73cb902b7)>>0x8)|(((((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)>>0x20)*0xf500000000000000)+0xb700000000000000))^0x326deb9c5d995aeb)+0x29d5ca44d143b4fc)*0x100)&0xff00ff00ff00ff00))^0xb9b8a788569d772d)*0xae0928e8fb4d990b)	-
(((((((((((((((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)*0x100000000)|(((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)>>0x20))*0xa648bd40dace4ef5)+0x18b205a73cb902b7)>>0x8)|((0xf500000000000000*(((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)>>0x20))+0xb700000000000000))^0x326deb9c5d995aeb)+0x29d5ca44d143b4fc)>>0x8)&0xff00ff00ff00ff)|((((((((((((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)*0x100000000)|(((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)>>0x20))*0xa648bd40dace4ef5)+0x18b205a73cb902b7)>>0x8)|((0xf500000000000000*(((((x+0x4ddb14ee5c8771c5)^0xb31c9545ac410d72)+0x8bc715d20d923835)^0xce9a20c53746a9f7)>>0x20))+0xb700000000000000))^0x326deb9c5d995aeb)+0x29d5ca44d143b4fc)*0x100)&0xff00ff00ff00ff00))^0xb9b8a788569d772d)*0xae0928e8fb4d990b)	-
((((((((((((((((x*0x100000000)|(x>>0x20))*0xa648bd40dace4ef5)+0x18b205a73cb902b7)>>0x8)|((((x*0x100000000)|(x>>0x20))*0xf500000000000000)+0xb700000000000000))^0x326deb9c5d995aeb)+0x29d5ca44d143b4fc)>>0x8)&0xff00ff00ff00ff)|((((((((((x*0x100000000)|(x>>0x20))*0xa648bd40dace4ef5)+0x18b205a73cb902b7)>>0x8)|((((x*0x100000000)|(x>>0x20))*0xf500000000000000)+0xb700000000000000))^0x326deb9c5d995aeb)+0x29d5ca44d143b4fc)*0x100)&0xff00ff00ff00ff00))^0xb9b8a788569d772d)*0xae0928e8fb4d990b)&0xfffffffffffffffe)+0x1)&(((((((((((((x*0x100000000)|(x>>0x20))*0xa648bd40dace4ef5)+0x18b205a73cb902b7)>>0x8)|((((x*0x100000000)|(x>>0x20))*0xf500000000000000)+0xb700000000000000))^0x326deb9c5d995aeb)+0x29d5ca44d143b4fc)>>0x8)&0xff00ff00ff00ff)|((((((((((x*0x100000000)|(x>>0x20))*0xa648bd40dace4ef5)+0x18b205a73cb902b7)>>0x8)|((((x*0x100000000)|(x>>0x20))*0xf500000000000000)+0xb700000000000000))^0x326deb9c5d995aeb)+0x29d5ca44d143b4fc)*0x100)&0xff00ff00ff00ff00))^0xb9b8a788569d772d)*0xae0928e8fb4d990b))	-
x	-
((((((((d & c)  + ((b & c)  ^ -1) )  + ((((e & (c ^ -1) )  & h)  ^ -1)  * -6148914691236517206) )  + (i & (c ^ -1) ) )  + ((((g & c)  | (f ^ -1) )  | (e & (c ^ -1) ) )  * -6148914691236517205) )  + (j * 3) )  + ((c | (l ^ -1) )  ^ (b & c) ) )  + ((((a & c)  + (((g & c)  & h)  ^ -1) )  + (m & (c ^ -1) ) )  * -6148914691236517204))	-
((((j*0x3)+0xaaaaaaaaaaaaaaa8)+(((((g&c)&h)-(k&(~c)))-(a&c))*0x5555555555555554))+((((((g&c)|(~f))|(e&(~c)))*0xaaaaaaaaaaaaaaab)+(((d&c)+(i&(~c)))+(((~c)&(e&h))*0x5555555555555556)))+(((b^c)-b)-(c|l))))	-
((x*(((x&84149760)*-549252959116984320)+((4359542988288819200*((8519848^(x&-25034584))+(x+(((x|-602435)^27412969)+(x^-8520169)))))+((((x^84752194)|(x^126224040))*-8395672705805844480)+(((84752194^(x&-42676715))*2884947365427412992)+((((x&-42074281)*-6333301978034077696)+((x&-7654934)*-5731372585061449728))+((((x&-126224041)*-7974546352069672960)+-7933533090884878335)+(4682587235470540800*x))))))))+(((x&42676714)*((4137935045321031680*(((x|-602435)^-2247146)+((x|-131241)+(x&733674))))+((((x^-7993688)|(x^17643330))*-3031142726423805952)+(((x&24432149)*-6827364401239031808)+(6157263466278158336+(((x&131560)*-8275870090642063360)+(((x&25034583)*-1827575517218340864)+(((x&-602435)*-4450301900725682176)+(((x&7993687)*-2622726383507341312)+((x&17040896)*-8685011836354953216))))))))))+(((-8960654728513978368+(((x&7993687)*5245452767014682624)+(((((x^-7993688)|(x^-15911102))*6062285452847611904)+(((-15911102^(x&-9122283))*-4792015271231488000)+(7785993130246930432*(x&-16513536))))+(((x&-8519849)*3655151034436681728)+((x&-602435)*8900603801451364352)))))*(x&8520168))+((((((x&25034583)*1827575517218340864)+6188849136809279488)+((((x^-7993688)|(x^17643330))*3031142726423805952)+(((x&17040896)*8685011836354953216)+(((x&7993687)*2622726383507341312)+(((x&24432149)*6827364401239031808)+((x&-602435)*4450301900725682176))))))*((8519848^(x&42074280))+((x|-602435)^-173913623)))+((-8782917574372360192*(x&263680))+(((x&7993687)*-6135821340269084672)+((((x&-602435)*(-3829581407357763584+(4138895743605800960*x)))+(((x&8257367)*2306239932911321088)+-1596975184043049293))+((((x^-7993688)|(x^866114))*-2854964404892467200)+((866114^(x&7654933))*-7691955749013946368)))))))))	-
(4826644424308031155+(x*((-4359542988288819200*((-27412970^(x|-602435))+((x^-25034264)+(x|25034583))))+((-5731372585061449728*(x&-7654934))+((-5510725340378431488*(x&-9122283))+((4138895743605800960*(x&24432149))+(2442245329379131393+(-5265718106344390656*x))))))))	-
((x*(((x&84149760)*-549252959116984320)+((4359542988288819200*((8519848^(x&-25034584))+(x+(((x|-602435)^27412969)+(x^-8520169)))))+((((x^84752194)|(x^126224040))*-8395672705805844480)+(((84752194^(x&-42676715))*2884947365427412992)+((((x&-42074281)*-6333301978034077696)+((x&-7654934)*-5731372585061449728))+((((x&-126224041)*-7974546352069672960)+-7933533090884878335)+(4682587235470540800*x))))))))+(((x&42676714)*((4137935045321031680*(((x|-602435)^-2247146)+((x|-131241)+(x&733674))))+((((x^-7993688)|(x^17643330))*-3031142726423805952)+(((x&24432149)*-6827364401239031808)+(6157263466278158336+(((x&131560)*-8275870090642063360)+(((x&25034583)*-1827575517218340864)+(((x&-602435)*-4450301900725682176)+(((x&7993687)*-2622726383507341312)+((x&17040896)*-8685011836354953216))))))))))+(((-8960654728513978368+(((x&7993687)*5245452767014682624)+(((((x^-7993688)|(x^-15911102))*6062285452847611904)+(((-15911102^(x&-9122283))*-4792015271231488000)+(7785993130246930432*(x&-16513536))))+(((x&-8519849)*3655151034436681728)+((x&-602435)*8900603801451364352)))))*(x&8520168))+((((((x&25034583)*1827575517218340864)+6188849136809279488)+((((x^-7993688)|(x^17643330))*3031142726423805952)+(((x&17040896)*8685011836354953216)+(((x&7993687)*2622726383507341312)+(((x&24432149)*6827364401239031808)+((x&-602435)*4450301900725682176))))))*((8519848^(x&42074280))+((x|-602435)^-173913623)))+((-8782917574372360192*(x&263680))+(((x&7993687)*-6135821340269084672)+((((x&-602435)*(-3829581407357763584+(4138895743605800960*x)))+(((x&8257367)*2306239932911321088)+-1596975184043049293))+((((x^-7993688)|(x^866114))*-2854964404892467200)+((866114^(x&7654933))*-7691955749013946368)))))))))	-
(4826644424308031155+(x*((-4359542988288819200*((-27412970^(x|-602435))+((x^-25034264)+(x|25034583))))+((-5731372585061449728*(x&-7654934))+((-5510725340378431488*(x&-9122283))+((4138895743605800960*(x&24432149))+(2442245329379131393+(-5265718106344390656*x))))))))	-
((x*((((((x&0x174ce15)*0x39704fc000000000)+(0x21e4993000000001-(x*-0xb6ec694800000000)))-((x&0xffffffffff74ce15)*-0xb385f88000000000))-((x&0xffffffffff8b31ea)*-0xb076130000000000))-((((x|0xfffffffffff6cebd)^0xfffffffffe5db616)+((x^0xfffffffffe8201e8)+(x|0x17dff57)))*-0xc37fcac000000000)))+0x42fbaf87fffffeb3)	-
(0x9e3de1dbaff27723*((((((y-x)^(x*y))+0x67bc0713a30e52b9)*-0xf54ea735bf818f75)+((x&(~y))*0xab158ca407e708b))+0x3bbdd4b3bfa258d))	-
72+y+z-(1&(y^-2+y))	-
997030301545356529 + 1940794986899439618*(x^y) + 3881589973798879236*(x|y) + 2911192480349159427*(x*y) + 8991273086510694400*((x^y)**2) + 17518348272333225984*(x^y)*(x|y) + 8527075185822531584*(x^y)*(x*y) + 17518348272333225984*((x|y)**2) + 17054150371645063168*(x|y)*(x*y) + 11006992407794286592*((x*y)**2) + 12086044301086776561*x + 6360699772622775055*(x&y) + 12086044301086776561*(~x|y) + 16636253592797315072*(x^y)*x + 1810490480912236544*(x^y)*(x&y) + 16636253592797315072*(x^y)*(~x|y) + 14825763111885078528*(x|y)*x + 3620980961824473088*(x|y)*(x&y) + 14825763111885078528*(x|y)*(~x|y) + 6507636315486420992*(x*y)*x + 11939107758223130624*(x*y)*(x&y) + 6507636315486420992*(x*y)*(~x|y) + 1567872932321951744*(x**2) + 15310998209065648128*x*(x&y) + 3135745864643903488*x*(~x|y) + 1567872932321951744*((x&y)**2) + 15310998209065648128*(x&y)*(~x|y) + 1567872932321951744*((~x|y)**2) + 8991273086510694400*((x^y)**2)*x + 9455470987198857216*((x^y)**2)*(x&y) + 8991273086510694400*((x^y)**2)*(~x|y) + 17518348272333225984*(x^y)*(x|y)*x + 928395801376325632*(x^y)*(x|y)*(x&y) + 17518348272333225984*(x^y)*(x|y)*(~x|y) + 8527075185822531584*(x^y)*(x*y)*x + 9919668887887020032*(x^y)*(x*y)*(x&y) + 8527075185822531584*(x^y)*(x*y)*(~x|y) + 17518348272333225984*((x|y)**2)*x + 928395801376325632*((x|y)**2)*(x&y) + 17518348272333225984*((x|y)**2)*(~x|y) + 17054150371645063168*(x|y)*(x*y)*x + 1392593702064488448*(x|y)*(x*y)*(x&y) + 17054150371645063168*(x|y)*(x*y)*(~x|y) + 11006992407794286592*((x*y)**2)*x + 7439751665915265024*((x*y)**2)*(x&y) + 11006992407794286592*((x*y)**2)*(~x|y) + 14695458605897875456*(x^y)*(x**2) + 7502570935623352320*(x^y)*x*(x&y) + 10944173138086199296*(x^y)*x*(~x|y) + 14695458605897875456*(x^y)*((x&y)**2) + 7502570935623352320*(x^y)*(x&y)*(~x|y) + 14695458605897875456*(x^y)*((~x|y)**2) + 10944173138086199296*(x|y)*(x**2) + 15005141871246704640*(x|y)*x*(x&y) + 3441602202462846976*(x|y)*x*(~x|y) + 10944173138086199296*(x|y)*((x&y)**2) + 15005141871246704640*(x|y)*(x&y)*(~x|y) + 10944173138086199296*(x|y)*((~x|y)**2) + 3596443835137261568*(x*y)*(x**2) + 11253856403435028480*(x*y)*x*(x&y) + 7192887670274523136*(x*y)*x*(~x|y) + 3596443835137261568*(x*y)*((x&y)**2) + 11253856403435028480*(x*y)*(x&y)*(~x|y) + 3596443835137261568*(x*y)*((~x|y)**2) + 8925603006490083328*(x**3) + 10116679127948853248*(x**2)*(x&y) + 8330064945760698368*(x**2)*(~x|y) + 8330064945760698368*x*((x&y)**2) + 1786614182188154880*x*(x&y)*(~x|y) + 8330064945760698368*x*((~x|y)**2) + 9521141067219468288*((x&y)**3) + 8330064945760698368*((x&y)**2)*(~x|y) + 10116679127948853248*(x&y)*((~x|y)**2) + 8925603006490083328*((~x|y)**3)	-
(((8330064945760698368*(x^y))+(8330064945760698374+(y*-8330064945760698365)))+(x*((x*8925603006490083328)+((x&y)*-8330064945760698368))))	-
(((x^y)*-3751285467811676160)+((((x*y)*(x*y))*7439751665915265024)+(((x|y)*(((x*y)*1392593702064488448)+(928395801376325632*(x|y))))+((((x^y)*-8527075185822531584)*(x*y))+(((x^y)*((928395801376325632*(x|y))+(-8991273086510694400*(x^y))))+(1567872932321951744+(((x*y)*-6507636315486420992)+(((x|y)*3620980961824473088)+(((x^y)*1810490480912236544)+((7357730074168131584+((((-928395801376325632*(x|y))*((x|y)+(x^y)))+(((x*y)*(((x^y)*8527075185822531584)+2911192480349159427))+((x^y)*((8991273086510694400*(x^y))+1940794986899439618))))+((x|y)*3881589973798879236)))+((x*y)*((-7439751665915265024*(x*y))+((x|y)*-1392593702064488448)))))))))))))	-
(((x^y)*0xcbf0c1be00000000)+((((0x15c2342000000000-((x*y)*-0xa5b03b4000000000))+(((x^y)*0x1920278000000000)+(((x|y)*0x681e7c8400000004)+0x661be88500000000)))+(0x2866a22300000003*(x*y)))+(0x1aef16c200000002*(x^y))))	-
((((x^y)*0x2)+(0x7bde1ca500000000+((x|y)*0x681e7c8400000004)))+((x*y)*0xce16dd6300000003))	-
