18446744069973614931*~(x|(~y|5148131303079159687)) + 3735936685*(y&~5148131303079159687) + 18446744069973614931*~(x&(~y|5148131303079159687)) + 18446744069973664305,  49374 + 3735936685*x
8285358892694430345*((x&y)^~(x^(~y|4823705197062728755))) + 8285358892694479719*((x|~y)&(y^4823705197062728755)) + 16570717781653022753*(4823705197062728755^(x|~y)) + 3752052580377170415*((x&~y)|~(x^(y^4823705197062728755))) + 10161385184751057956*~(~x|(~y&4823705197062728755)) + 12037411469335713449*(y^~(x|~4823705197062728755)) + 16570717785388910064*((x&4823705197062728755)|(y&~4823705197062728755)) + 16570717785388860690*(~(x^y)|(x^4823705197062728755)),  49374 + 3735936685*x
8198552924969549646*((x&5474815140324346584)^~(x^(5474815140324346584&z))) + 10248191156211924714*(x&~5474815140324346584) + 4099276455012876766*((x&z)^~(x^(5474815140324346584&z))) + 4099276458748813451*(z^~(~x&(~5474815140324346584|z))) + 2049638231242375068*(~(x|~5474815140324346584)|~(x^(5474815140324346584^z))) + 12297829383718313723*(~5474815140324346584|(x^z)) + 10248191152475938655*(z^~(x&(5474815140324346584&z))) + 8198552924969500272*(z^~(x|~5474815140324346584)),  49374 + 3735936685*x
12297829383718346639*(~z&~(x^3644391700141535982)) + 3735887311*~z + 6148914686255268292*~(x|(3644391700141535982&z)) + 6148914693727141662*(z^~(~x&(~3644391700141535982&z))) + 12297829379982409954*(z^(x|~3644391700141535982)) + 6148914689991204977*((x&z)^(3644391700141535982|z)) + 3735887311*z,  49374 + 3735936685*x
18446744069973664305*(~x&(y&4313017659139233739)) + 11207760681*((x|y)&~(x^(y^4313017659139233739))) + 18446744069973614931*((x&~y)|~(x^(y^4313017659139233739))) + 7471873370*(y^~(x|(~y&4313017659139233739))) + 18446744073709502242*~(x&~y) + 7471823996*((x&~y)|~(y^4313017659139233739)) + 18446744062501790935*((x&y)|~(x^(y^4313017659139233739))),  49374 + 3735936685*x
18446744069973614931*~(x|(y^3314091409117814535)) + 18446744073709502242*(3314091409117814535^(x&(~y|3314091409117814535))) + 18446744073709502242*(3314091409117814535^~(x&(~y|3314091409117814535))) + 3735936685*~(~x&(y^3314091409117814535)),  49374 + 3735936685*x
3572115729388186040*(2992051278394076734^(x|(~2992051278394076734|z))) + 14874628340585428891*(~(x&2992051278394076734)&~(2992051278394076734^z)) + 9721030426851231471*(x^(2992051278394076734&z)) + 14874628340585428891*(~(x|~2992051278394076734)|(2992051278394076734^z)) + 2576798960603035395*(x|~z) + 3735887311*(~2992051278394076734|~(x^z)) + 9721030423115294786*(2992051278394076734|~(x|z)) + 6148914689991221435*((x^2992051278394076734)|~(x^z)),  49374 + 3735936685*x
18446744066237727620*((x&7632664150016879811)^~(y&~7632664150016879811)) + 3735887311*~(x&(y|7632664150016879811)) + 3735936685*(x|~y) + 18446744069973614931*(~(x^y)|~(x^7632664150016879811)) + 3735887311*(x|(~y|7632664150016879811)),  49374 + 3735936685*x
14943746740*(6741388914715592617^(x|(~y|6741388914715592617))) + 18679634051*(y&~6741388914715592617) + 18446744055029868191*~6741388914715592617 + 18446744066237678246*(6741388914715592617^(x&(y|6741388914715592617))) + 18446744069973614931*~(x^(y|6741388914715592617)) + 7471823996*~(y&~6741388914715592617),  49374 + 3735936685*x
2988749348*(y&~8969903311692771718) + 1494374674*((x|~y)&~(x^(y^8969903311692771718))) + 18446744072215127568*(8969903311692771718^(x&(y|8969903311692771718))) + 747187337*(x^8969903311692771718) + 747187337*(y^~(x&(~y|8969903311692771718))) + 5230311359*(x&(~y|8969903311692771718)) + 18446744070720752894*(8969903311692771718^~(x&(y|8969903311692771718))) + 747187337*~(y^8969903311692771718),  49374 + 3735936685*x
14943796114*~(~x|(~y|5523329181918105296)) + 18446744066237678246*(~(x&~y)&(y^5523329181918105296)) + 18446744073709502242*(y^(x&(y|5523329181918105296))) + 11207859429*(~y|~(x^5523329181918105296)) + 18446744066237579498*(x|~y) + 18446744073709502242*(y|~(x|~5523329181918105296)) + 18446744069973614931*(5523329181918105296^~(x|(y&5523329181918105296))) + 3735986059*(5523329181918105296|(x&y)),  49374 + 3735936685*x
2635249151785977187*(5027766663442722658^~(x&(~5027766663442722658&z))) + 7905747459093818872*(~x&(~5027766663442722658|z)) + 10540996614615683370*(x^(5027766663442722658|z)) + 7905747459093818872*(z^(~x|(~5027766663442722658&z))) + 10540996614615732744*((x|~5027766663442722658)&(x^(5027766663442722658^z))) + 13176245770137597242*~(~x&(5027766663442722658|z)) + 5270498307307841685*(5027766663442722658^(~x|(~5027766663442722658&z))),  49374 + 3735936685*x
12297829379982393496*(9154266592861911102^~(x&~y)) + 12297829379982393496*(y^9154266592861911102) + 3735936685*~(x^(y&9154266592861911102)) + 18446744062501790935*(y&~(x&~9154266592861911102)) + 3735887311*(y^(x&~9154266592861911102)) + 6148914689991172061*((x&y)^(x^(~y|9154266592861911102))) + 12297829391190203551*(y|(x&9154266592861911102)),  49374 + 3735936685*x
18446744069973614931*((6535519656389242581&z)^~(x&(6535519656389242581^z))) + 14943647992*(6535519656389242581^~(~x|(~6535519656389242581&z))) + 18446744066237727620*~(x&6535519656389242581) + 18446744047558093569*(z^(x&6535519656389242581)) + 18679584677*(~(x|6535519656389242581)|~(x^(6535519656389242581^z))) + 18446744058765854250*(z^(~x|(~6535519656389242581&z))) + 7471823996*(6535519656389242581^(~x|(6535519656389242581^z))) + 11207760681*((x&6535519656389242581)|(6535519656389242581^z)),  49374 + 3735936685*x
18446744069973614931*(~x&(4294007980936912656|z)) + 18446744069973664305*(4294007980936912656^~(~x&(~4294007980936912656|z))) + 3735887311*(x^(4294007980936912656&z)) + 3735936685*(z^(x&4294007980936912656)) + 18446744069973614931*(~(x|4294007980936912656)|~(x^(4294007980936912656^z))) + 3735887311*(~x|(~4294007980936912656|z)),  49374 + 3735936685*x
18446744069973664305*(8944894636021146350^~(x&(~8944894636021146350&z))) + 6148914682519380981*(~x&(8944894636021146350^z)) + 6148914686255367040*((x|~8944894636021146350)&~(x^(8944894636021146350^z))) + 12297829391190121261*~(8944894636021146350&z) + 6148914689991155603*(~(x&8944894636021146350)&~(x^(8944894636021146350^z))) + 6148914689991204977*(x^(8944894636021146350&z)) + 12297829383718297265*~(x^8944894636021146350) + 6148914693727141662*z,  49374 + 3735936685*x
3735936685*(~1662439706146192618&~(x^y)) + 3735936685*((x^y)&(x^1662439706146192618)) + 18446744069973614931*(~(x&y)&~(y^1662439706146192618)) + 3735936685*(x&(~y|1662439706146192618)) + 49374,  49374 + 3735936685*x
18446744073709502242*~(x|(~3657340409337288320|z)) + 18446744069973614931*(z^(x&(3657340409337288320|z))) + 3735887311*(3657340409337288320^(x&z)) + 3735887311*~(~x|(~3657340409337288320&z)) + 18446744069973664305*(~(x|~3657340409337288320)|~(3657340409337288320^z)) + 3735837937*(~(x|3657340409337288320)|~(3657340409337288320^z)) + 49374*(z^~(~x|(3657340409337288320&z))),  49374 + 3735936685*x
6052366837574987379*(~z&(x^6860670275120372644)) + 4034911225049958670*(6860670275120372644^(~x|(6860670275120372644&z))) + 16429288461184572281*(z^(x|(6860670275120372644&z))) + 4034911225049958670*~(x|~6860670275120372644) + 16429288461184572281*(z^~(~x&(6860670275120372644&z))) + 16429288461184522907*~(x&(6860670275120372644|z)) + 6052366841310874690*x + 12394377236134564237*~(~x&(~6860670275120372644|z)),  49374 + 3735936685*x
3689348814741920198*((x|y)&(y^8811750272723614639)) + 3689348814741920198*(y^(x&(~y|8811750272723614639))) + 3689348814741870824*(~x|(~y&8811750272723614639)) + 14757395258967631418*~(x&(y&8811750272723614639)) + 11068046444225711220*((y&~8811750272723614639)|~(~x|(~y&8811750272723614639))) + 3689348814741920198*(8811750272723614639^(~x&(~y|8811750272723614639))) + 7378697633219727707*x + 14757395258967631418*(y^~(x|8811750272723614639)),  49374 + 3735936685*x
12297829383718330181*(7769298518033677506^~(x&~y)) + 12297829383718330181*(y^~(~x&(~y|7769298518033677506))) + 3735936685*~(~x|(y^7769298518033677506)) + 12297829383718330181*(y^~(x&(y|7769298518033677506))) + 12297829379982393496*~(x&(y^7769298518033677506)) + 12297829383718330181*(y|7769298518033677506),  49374 + 3735936685*x
18446744062501790935*(~(x&y)&~(x^(y^6657254742912841868))) + 7471823996*(~(x|y)|~(x^(y^6657254742912841868))) + 18446744069973614931*~(x&(y&6657254742912841868)) + 18446744069973614931*(x^(y^6657254742912841868)) + 18446744069973614931*((x&6657254742912841868)^~(x^(~y&6657254742912841868))) + 11207760681*((x^y)|~(x^6657254742912841868)),  49374 + 3735936685*x
7471823996*(~x&(8163287994999027418^z)) + 7471823996*(8163287994999027418&(x^z)) + 18446744066237727620*(x^z) + 18446744069973614931*~(x&z) + 7471823996*(~8163287994999027418|(x^z)) + 7471823996*~(~x|(8163287994999027418^z)) + 18446744069973614931*~(x&~z),  49374 + 3735936685*x
6148914689991237893*((x|~y)&~(x^(y^4805211764802205959))) + 12297829383718313723*(~(x|y)|(y^4805211764802205959)) + 12297829379982426412*~(x|~y) + 12297829383718363097*((x&4805211764802205959)|(y&~4805211764802205959)) + 3735887311*~(~x&(~y&4805211764802205959)) + 6148914693727125204*(4805211764802205959|(x&y)) + 18446744069973614931*(~x|(y|4805211764802205959)),  49374 + 3735936685*x
12297829383718313723*(3501879854909230026&~z) + 6148914693727174578*(3501879854909230026^~(~x&(3501879854909230026^z))) + 12297829383718313723*(x^(3501879854909230026&z)) + 12297829379982426412*(~x|(3501879854909230026^z)) + 6148914693727125204*(3501879854909230026^(~x|(~3501879854909230026&z))) + 12297829383718363097*3501879854909230026 + 6148914693727174578*(z|(x&~3501879854909230026)) + 12297829379982327664*(~x|(~3501879854909230026|z)),  49374 + 3735936685*x
6148914689991188519*(z^~(~x&(~5640730858757417394&z))) + 6148914693727125204*(5640730858757417394^(x|z)) + 12297829379982426412*((x|~5640730858757417394)&(5640730858757417394^z)) + 3735936685*(x&(5640730858757417394&z)) + 18446744066237678246*(5640730858757417394^(x&~z)) + 3735936685*(~(x^5640730858757417394)|(x^z)) + 6148914697463061889*(x|5640730858757417394) + 12297829379982377038*(z|~(x^5640730858757417394)),  49374 + 3735936685*x
3735936685*~(~x|(7551792444762874571|z)) + 49374*(~z&~(x^7551792444762874571)) + 18446744073709502242*(z^~(~x&(~7551792444762874571&z))) + 3735887311*(~(x&~7551792444762874571)&~(x^(7551792444762874571^z))) + 7471823996*(x&z) + 18446744069973614931*(z^~(x|7551792444762874571)),  49374 + 3735936685*x
18446744066237579498*~(~x|(y|2150261873584139008)) + 7471873370*(x^2150261873584139008) + 18446744062501692187*(2150261873584139008^~(~x&(~y|2150261873584139008))) + 7471922744*((x^y)|(x^2150261873584139008)) + 7471922744*((x|y)&(x^(y^2150261873584139008))) + 18446744073709502242*(2150261873584139008^~(x&(~y|2150261873584139008))) + 18446744069973565557*(2150261873584139008|~(x|~y)),  49374 + 3735936685*x
15610254745762903244*~(~x|(y&8693704034289063880)) + 2836489331682535683*~(y&8693704034289063880) + 5672978667101008051*(~x&(y&8693704034289063880)) + 15610254738291079248*(8693704034289063880&(x^y)) + 2836489335418472368*(x&8693704034289063880) + 15610254742026966559*(~x|(y&8693704034289063880)),  49374 + 3735936685*x
18446744069973614931*((x^y)&~(x^5121549714836263391)) + 3735936685*(5121549714836263391^~(x&~y)) + 8292539072152149409*(y^(x|5121549714836263391)) + 10154204994085479463*(5121549714836263391^(x|(~y&5121549714836263391))) + 8292539068416212724*~(x^(y^5121549714836263391)) + 10154205009029275577*(x^(y&5121549714836263391)) + 10154205001557352833*(5121549714836263391^~(x|(~y&5121549714836263391))) + 8292539075888086094*((x&5121549714836263391)^(x^(y&5121549714836263391))),  49374 + 3735936685*x
18446744069973565557*(5929328267479637419^(x&(~5929328267479637419|z))) + 18446744066237628872*~(x^5929328267479637419) + 7471873370*(x|~5929328267479637419) + 3735936685*5929328267479637419 + 18446744069973565557*((x^5929328267479637419)|~(x^z)) + 3735986059*~(~x&(~5929328267479637419&z)),  49374 + 3735936685*x
18446744066237727620*(~x&(~y&6459766160842230598)) + 7471725248*(~y&(x^6459766160842230598)) + 18446744073709452868*~(x^(~y&6459766160842230598)) + 49374*(~(x|~y)|(y^6459766160842230598)) + 3735887311*(x&6459766160842230598) + 18446744069973713679*((x|y)&~(y^6459766160842230598)) + 3735788563*(y&(x|6459766160842230598)) + 49374*((x&y)|~(x^(y^6459766160842230598))),  49374 + 3735936685*x
7471774622*(~z&(x^3822320898416577636)) + 18446744069973614931*((x&z)^(3822320898416577636|z)) + 18446744058765903624*(~(x&3822320898416577636)&~(x^(3822320898416577636^z))) + 49374*(3822320898416577636^(x&z)) + 7471774622*((x&3822320898416577636)^(3822320898416577636|z)) + 18446744066237727620*(3822320898416577636&(x|~z)) + 14943598618*((x&3822320898416577636)|~(x^(3822320898416577636^z))) + 18446744069973664305*(z|(x^3822320898416577636)),  49374 + 3735936685*x
18446744073709502242*((x^5588714080828655790)&(x^z)) + 18446744069973565557*((5588714080828655790&~z)|~(x|(~5588714080828655790&z))) + 18446744069973614931*~(x&z) + 7471922744*((x^5588714080828655790)|(x^z)) + 7471922744*(5588714080828655790^~(x|(~5588714080828655790&z))) + 18446744069973565557*((x&5588714080828655790)|~(5588714080828655790|~z)) + 18446744073709502242*~(~x&(5588714080828655790&z)),  49374 + 3735936685*x
7471972118*(x&~z) + 18446744069973565557*(z^(x|(~7435841620256606271&z))) + 49374*(7435841620256606271&(x|~z)) + 3735936685*(~(x|7435841620256606271)|(x^(7435841620256606271^z))) + 18446744069973516183*(~z|~(x^7435841620256606271)) + 49374*((x&7435841620256606271)^(x^(~7435841620256606271|z))) + 3735887311*((7435841620256606271&z)|(x&(7435841620256606271|z))),  49374 + 3735936685*x
12297829383718330181*(z^(~x|(~8206216650824919106|z))) + 12297829387454217492*~(~x|(~8206216650824919106|z)) + 12297829376246506185*((x&z)^~(8206216650824919106&~z)) + 12297829383718379555*((x&~8206216650824919106)|~(x^(8206216650824919106^z))) + 12297829383718280807*(~(x|~8206216650824919106)|~(x^(8206216650824919106^z))) + 18446744069973664305*(8206216650824919106|~(x|z)) + 6148914697462996057*(~(x|8206216650824919106)|~(8206216650824919106^z)) + 12297829383718330181*(8206216650824919106^~(~x|(8206216650824919106&z))),  49374 + 3735936685*x
7471922744*(~6990593679585131138&(x^y)) + 18446744069973565557*(~(x&y)&(y^6990593679585131138)) + 18446744069973565557*(6990593679585131138^(x|(~y&6990593679585131138))) + 3735936685*(x^(y^6990593679585131138)) + 18446744069973565557*~(~x&(y|6990593679585131138)) + 18446744066237628872*((x&6990593679585131138)^~(x^(~y&6990593679585131138))) + 11207859429*((x&y)|~(x^(y^6990593679585131138))),  49374 + 3735936685*x
18446744073709452868*(3733958357746837545&~z) + 18446744069973664305*(z^(~x|(~3733958357746837545&z))) + 3735936685*((3733958357746837545&~z)|~(~x|(~3733958357746837545&z))) + 3735887311*(z^(~x&(~3733958357746837545|z))) + 18446744073709452868*(~(x|3733958357746837545)|~(3733958357746837545^z)) + 49374*(~(x^3733958357746837545)|(x^z)),  49374 + 3735936685*x
3735986059*((x&137692622313507823)^~(x^(~137692622313507823|z))) + 18446744069973614931*((137692622313507823&~z)|~(x|(~137692622313507823&z))) + 18446744069973614931*(z&(x^137692622313507823)) + 3735936685*~(x^(137692622313507823^z)) + 18446744073709502242*(z^~(x&(137692622313507823|z))) + 49374*((x&~137692622313507823)|(x^(137692622313507823^z))) + 3735986059*(137692622313507823&z) + 18446744073709452868*(x|(137692622313507823|z)),  49374 + 3735936685*x
18446744069973614931*((x|y)&(y^6063745900440582939)) + 18446744066237727620*(y^(x|(~y|6063745900440582939))) + 3735887311*(y^~(~x&(y&6063745900440582939))) + 18446744069973614931*(y^~(x&(y|6063745900440582939))) + 18446744069973664305*(x|~y) + 14943647992*~(~x&(y&6063745900440582939)) + 18446744069973614931*(~x|(y&6063745900440582939)),  49374 + 3735936685*x
49374*((x|5473118492378449667)&~(x^(5473118492378449667^z))) + 18446744069973614931*((x&5473118492378449667)^(5473118492378449667|z)) + 7471725248*(z^(x&5473118492378449667)) + 18446744069973664305*(~(x|5473118492378449667)|~(x^(5473118492378449667^z))) + 3735887311*(5473118492378449667^~(x|(5473118492378449667^z))) + 18446744073709502242*(~(x|~5473118492378449667)|~(5473118492378449667^z)) + 18446744069973664305*(5473118492378449667|~(x|~z)) + 3735936685*(z|(x^5473118492378449667)),  49374 + 3735936685*x
6148914693727108746*((x&y)^~(x^(~y|5236004105780926523))) + 12297829387454266866*(y^(x|(~y|5236004105780926523))) + 18446744066237678246*(~(x|y)|(y^5236004105780926523)) + 6148914689991221435*((x&y)^(y|~5236004105780926523)) + 6148914693727158120*(5236004105780926523^~(x&(y&5236004105780926523))) + 6148914686255235376*(~(x|~y)|~(y^5236004105780926523)) + 6148914693727108746*(y^~(x|(y&5236004105780926523))) + 3735936685*(y|~(x^5236004105780926523)),  49374 + 3735936685*x
7471823996*(1544427884861809037&~z) + 49374*(1544427884861809037^~(~x&(~1544427884861809037&z))) + 18446744066237727620*(z^(x&(1544427884861809037|z))) + 18446744069973614931*((x&~1544427884861809037)|~(x^(1544427884861809037^z))) + 11207711307*(1544427884861809037^~(~x&(1544427884861809037&z))) + 18446744069973614931*(z^~(x&1544427884861809037)) + 11207760681*(x&1544427884861809037) + 18446744069973614931*(~(x^1544427884861809037)|~(x^z)),  49374 + 3735936685*x
3735887311*(5923364682954096794^(~x|(~y|5923364682954096794))) + 121638752984086206*~(~x|(~y|5923364682954096794)) + 18446744069973664305*((x&5923364682954096794)^~(y&~5923364682954096794)) + 18446744069973614931*~x + 9162552664098620016*(5923364682954096794^(x&(y|5923364682954096794))) + 9162552660362732705*~(~x&(y|5923364682954096794)) + 9284191417082706222*~(y&~5923364682954096794),  49374 + 3735936685*x
6148914689991172061*(y^(~x|(y|5578552452047236044))) + 18446744073709502242*(y^~(~x|(~y&5578552452047236044))) + 12297829379982393496*(~(x&~y)&~(x^(y^5578552452047236044))) + 12297829383718330181*(5578552452047236044^(x&(y|5578552452047236044))) + 18446744069973664305*(y^(x|~5578552452047236044)) + 12297829387454266866*((x|y)&~(x^(y^5578552452047236044))) + 18446744069973614931*(x&5578552452047236044) + 7471823996*((x&5578552452047236044)|~(y|5578552452047236044)),  49374 + 3735936685*x
6148914693727125204*~(~x|(227952507724698690&z)) + 6148914689991188519*~(x&227952507724698690) + 12297829383718363097*(x|(~227952507724698690&z)) + 12297829383718313723*((x&227952507724698690)|(227952507724698690^z)) + 6148914693727125204*~(227952507724698690^z) + 6148914689991188519*(~(x^227952507724698690)|(x^z)),  49374 + 3735936685*x
