9925453257363832303*~(y|~5148131303079159687) + 7471873370*(y^(~x|(y|5148131303079159687))) + 18446744069973614931*~y + 4260645406304891314*(y^5148131303079159687) + 3735936685*(y^(x|(y^5148131303079159687))) + 9925453264835705673*(y^~(x|(y^5148131303079159687))) + 4260645406304891314*~(x^(y&5148131303079159687)) + 4260645402568954629*~(x^(y|5148131303079159687)),  3735936685*~x
3735936685*((y&~6741036423730892362)|~(x|(~y&6741036423730892362))) + 3735936685*~(x|~6741036423730892362) + 3735936685*~(x&(y|6741036423730892362)) + 18446744069973614931*~(x&(y&6741036423730892362)) + 3735936685*(~y|~(x^6741036423730892362)) + 18446744069973614931*~(x&(y^6741036423730892362)),  3735936685*~x
3735936685*(z^(x|(~2014786288109505175|z))) + 18446744069973614931*(z^~(~x&(2014786288109505175&z))) + 3735936685*((x&2014786288109505175)^(2014786288109505175|z)) + 18446744069973614931*(x&z) + 3735936685*((x&z)^~(x^(~2014786288109505175&z))),  3735936685*~x
18446744069973614931*~(~x|(~y|91269325193746279)) + 3735936685*(y^(x&(~y|91269325193746279))) + 3735936685*(y^(~x&(~y|91269325193746279))) + 18446744069973614931*~(~x&(~y|91269325193746279)),  3735936685*~x
18446744062501741561*(~559544220506090238&(x^z)) + 7471873370*(559544220506090238^~(x&~z)) + 7471873370*(z^(x&(559544220506090238|z))) + 11207810055*(z^~(x&559544220506090238)) + 18446744062501741561*(z^~(x&(~559544220506090238|z))) + 3735936685*((x&~559544220506090238)|(x^(559544220506090238^z))) + 18446744069973614931*(~(x^559544220506090238)|(x^z)),  3735936685*~x
18446744069973614931*((x&z)^~(1704779465210742137&~z)) + 3735936685*~(x&(1704779465210742137|z)) + 18446744069973614931*(1704779465210742137^~(x|(1704779465210742137^z))) + 18446744069973614931*(z^(~x&(1704779465210742137|z))) + 3735936685*((x&1704779465210742137)|~(1704779465210742137|~z)) + 18446744069973614931*(1704779465210742137&z) + 7471873370*((x&z)^~(x^(~1704779465210742137&z))),  3735936685*~x
11737421159012004092*(8498763841820681955^(x|(~y|8498763841820681955))) + 3735936685*~(x|y) + 11737421162747940777*~(x|~y) + 6709322914697547524*((x&~y)|~(x^(y^8498763841820681955))) + 5028098244314456568*(y^~(~x&(y&8498763841820681955))) + 13418645829395095048*~(x&y) + 6709322914697547524*(y^~(x&(y|8498763841820681955))) + 11737421159012004092*~(~x&(y&8498763841820681955)),  3735936685*~x
3735936685*~(x|(y|8848820818293193661)) + 18446744069973614931*~8848820818293193661 + 3735936685*(~(x&y)&(x^(y^8848820818293193661))) + 3735936685*(8848820818293193661^~(~x&(y&8848820818293193661))) + 3735936685*(y^~(x|(y^8848820818293193661))) + 18446744069973614931*(8848820818293193661^~(x&(y&8848820818293193661))),  3735936685*~x
3735936685*~(x|(y|3286620709028264047)) + 18446744069973614931*(3286620709028264047^(x|(y|3286620709028264047))) + 18446744069973614931*(x^3286620709028264047) + 7471873370*(3286620709028264047^~(~x&(~y|3286620709028264047))),  3735936685*~x
3735936685*~(x|(3909992048903653060&z)) + 18446744069973614931*(~(x|3909992048903653060)|(3909992048903653060^z)) + 18446744069973614931*((x&z)^~(3909992048903653060&~z)) + 7471873370*(3909992048903653060^~(~x&(3909992048903653060&z))) + 3735936685*(3909992048903653060&(x|~z)) + 18446744069973614931*(x&(~3909992048903653060|z)),  3735936685*~x
11207810055*((x&1201018345046246901)^~(x^(1201018345046246901&z))) + 18446744069973614931*(~(x|1201018345046246901)|(1201018345046246901^z)) + 11207810055*(~x&(1201018345046246901&z)) + 18446744066237678246*(x^(~1201018345046246901|z)) + 18446744069973614931*((x|1201018345046246901)&(x^(1201018345046246901^z))) + 3735936685*(1201018345046246901^~(x&(1201018345046246901&z))),  3735936685*~x
1803657059357283901*(x&~y) + 18446744069973614931*(76286208492450951&~(x^y)) + 1803657063093220586*(~x|(y&76286208492450951)) + 18446744069973614931*((x^y)|~(x^76286208492450951)) + 16643087018088204400*(~x|(~y|76286208492450951)),  3735936685*~x
3735936685*(2291166185194547227^(x|(y&2291166185194547227))) + 18446744066237678246*(y^~(~x&(y|2291166185194547227))) + 18446744062501741561*((x|~y)&(x^(y^2291166185194547227))) + 3735936685*~(x&~y) + 14943746740*(~x|(~y|2291166185194547227)) + 18446744066237678246*(~x|(y|2291166185194547227)),  3735936685*~x
6148914693727141662*((x^y)&(x^6012022065193251308)) + 12297829383718346639*(y^~(~x|(y^6012022065193251308))) + 12297829383718346639*(y^(x&(y|6012022065193251308))) + 6148914686255268292*(x^(y&6012022065193251308)) + 3735936685*(~(x|y)|~(x^(y^6012022065193251308))) + 6148914689991204977*(~(x^y)&~(x^6012022065193251308)) + 12297829383718346639*(6012022065193251308^~(x&y)),  3735936685*~x
17281077723175581764*(4872343708917060303^(x|(~y|4872343708917060303))) + 5230311359*(4872343708917060303^(~x|(y|4872343708917060303))) + 1165666347545220504*((x&4872343708917060303)^(y|4872343708917060303)) + 1165666349039595178*(y^~(~x&(y&4872343708917060303))) + 17281077726911518449*(y^(x|(~y&4872343708917060303))) + 1165666346050845830*~(~x&(~y|4872343708917060303)) + 2241562011*(4872343708917060303^(x&~y)) + 17281077725417143775*(y|4872343708917060303),  3735936685*~x
18446744069973614931*~(~x|(y&2078791056525130991)) + 3735936685*~(x&(y&2078791056525130991)),  3735936685*~x
6148914689991204977*(6028029449115377399^(x|(~y|6028029449115377399))) + 6148914693727141662*(6028029449115377399^(x|y)) + 12297829383718346639*(6028029449115377399^(x&(~y|6028029449115377399))) + 12297829379982409954*(x&(y|6028029449115377399)) + 12297829383718346639*(y^~(~x|(y&6028029449115377399))) + 12297829387454283324*((x&y)|~(x^(y^6028029449115377399))) + 18446744069973614931*(x|(y&6028029449115377399)),  3735936685*~x
5212031067651280772*(80417936336036709^~(x&(~80417936336036709&z))) + 13234712998586397474*(80417936336036709^(~x|(80417936336036709&z))) + 13234713006058270844*~80417936336036709 + 5212031071387217457*(80417936336036709^~(x&~z)) + 3735936685*(x^(~80417936336036709|z)) + 3735936685*~(x&(~80417936336036709|z)) + 18446744069973614931*((x|80417936336036709)&~(x^(80417936336036709^z))),  3735936685*~x
3735936685*~(782188855197453001|z) + 3735936685*~(x|(782188855197453001&z)) + 18446744069973614931*(z^~(~x&(~782188855197453001&z))) + 3735936685*((x&z)^(782188855197453001|z)),  3735936685*~x
3735936685*(~x&(7957967924162229573&z)) + 3735936685*(7957967924162229573&~(x&z)) + 3735936685*(z^~(x|(~7957967924162229573&z))) + 18446744069973614931*(7957967924162229573|(x&z)),  3735936685*~x
18446744069973614931*(z^(x|5974330169819111453)) + 3735936685*(z^~(x&~5974330169819111453)) + 7471873370*(~x&(5974330169819111453|z)) + 3735936685*((x&5974330169819111453)|~(5974330169819111453|z)) + 18446744069973614931*(5974330169819111453|~(x^z)),  3735936685*~x
3921554906529946050*(~x&(~y&7343586769437852313)) + 18446744069973614931*~(x|y) + 18446744069973614931*(y^(x|(y^7343586769437852313))) + 18446744066237678246*(x&(y&7343586769437852313)) + 3921554902794009365*(y|~7343586769437852313) + 3735936685*((x&y)^(x^(~y|7343586769437852313))) + 14525189170915542251*~(x&(~y&7343586769437852313)) + 3735936685*(~x|(~y|7343586769437852313)),  3735936685*~x
18446744062501741561*(~y&(x^7490768463310494639)) + 22415620110*(7490768463310494639^(x|(y&7490768463310494639))) + 18446744069973614931*(7490768463310494639^(x|y)) + 18446744069973614931*((y&7490768463310494639)^~(~x&(y^7490768463310494639))) + 7471873370*(y^~(~x&(y|7490768463310494639))) + 18446744058765804876*(7490768463310494639^(x&y)) + 18446744062501741561*((x|~y)&~(y^7490768463310494639)) + 11207810055*(7490768463310494639|~(x|y)),  3735936685*~x
8287413476928761620*~(x|(3353194423887715258|z)) + 8287413473192824935*(~z&(x^3353194423887715258)) + 5079665298390394998*(3353194423887715258^~(~x&(~3353194423887715258&z))) + 13367078771583219933*((x&z)^~(3353194423887715258&~z)) + 10159330604252663366*~(x&(3353194423887715258|z)) + 13367078775319156618*(z&~(x&3353194423887715258)),  3735936685*~x
18446744069973614931*(x&~z) + 3735936685*(~(x&~7085268514119106061)&(7085268514119106061^z)) + 3735936685*((x&z)^~(7085268514119106061&~z)) + 3735936685*(x&z) + 18446744069973614931*(z&(x|~7085268514119106061)),  3735936685*~x
13185366893922248085*(z^(~x|(~7742378616001157820|z))) + 10522754363310543747*((7742378616001157820&z)^~(~x&(7742378616001157820^z))) + 7923989706663071184*~(7742378616001157820|~z) + 7923989706663071184*(x^7742378616001157820) + 5261377183523240216*(7742378616001157820^~(~x&(7742378616001157820&z))) + 15784131550569720648*((x&7742378616001157820)^(7742378616001157820|z)) + 7923989710399007869*(~(x|7742378616001157820)|~(x^(7742378616001157820^z))),  3735936685*~x
7471873370*(y&~389085495706464282) + 10957284452387336574*(~y&(x^389085495706464282)) + 7489459636265961782*(y^(x|(~y|389085495706464282))) + 18446744062501741561*((x&~y)|(y^389085495706464282)) + 10957284444915463204*(y^(x&(y|389085495706464282))) + 10957284437443589834*(389085495706464282^~(x&y)) + 3735936685*(389085495706464282^~(x&(~y|389085495706464282))) + 7489459632530025097*(y^(x&~389085495706464282)),  3735936685*~x
18446744069973614931*(z^(x|(8000975304966635083|z))) + 3735936685*(~(x&~8000975304966635083)&(8000975304966635083^z)) + 3735936685*~8000975304966635083 + 7471873370*((x^8000975304966635083)&(x^z)) + 11207810055*(z^(~x|(~8000975304966635083&z))) + 18446744066237678246*(z^~(x&8000975304966635083)) + 18446744069973614931*(z|~(x|8000975304966635083)),  3735936685*~x
18446744066237678246*((x&~y)|(y^8286657863371288011)) + 3735936685*~(x|(~y&8286657863371288011)) + 7471873370*(y^(x|(~y&8286657863371288011))) + 3735936685*(~(x|y)|~(x^(y^8286657863371288011))) + 14943746740*(y^~(x|~8286657863371288011)) + 18446744069973614931*(8286657863371288011^~(x|(~y&8286657863371288011))) + 18446744062501741561*(y|~(x|~8286657863371288011)),  3735936685*~x
3735936685*((x&1960194407659937995)^(x^(~y&1960194407659937995))) + 18446744069973614931*(x^(~y|1960194407659937995)) + 18446744066237678246*(x&(~y|1960194407659937995)) + 3735936685*((x&y)^(x^(~y|1960194407659937995))) + 3735936685*((x^y)|~(x^1960194407659937995)),  3735936685*~x
3735936685*(1613543842501498217^~(~x|(~1613543842501498217&z))) + 18446744069973614931*(1613543842501498217^(x&(~1613543842501498217|z))) + 3735936685*(~x|(1613543842501498217^z)),  3735936685*~x
18446744069973614931*(~x&(~y&1300658710578819912)) + 18446744066237678246*(x&(~y&1300658710578819912)) + 3735936685*(~x|(y^1300658710578819912)) + 18446744069973614931*(y&(x|~1300658710578819912)) + 3735936685*(1300658710578819912^~(x|~y)),  3735936685*~x
3735936685*~(x^(~8947681131364453654&z)) + 3735936685*((x&8947681131364453654)|(x^(8947681131364453654^z))) + 18446744069973614931*~(x^(~8947681131364453654|z)) + 3735936685*(z|~(x|~8947681131364453654)) + 18446744069973614931*(8947681131364453654|z),  3735936685*~x
3735936685*(z^~(~x&(~813462197581525427&z))) + 3735936685*(z^~(x&~813462197581525427)) + 7471873370*(~x&(813462197581525427&z)) + 7471873370*(x&(813462197581525427&z)) + 18446744066237678246*(x&(813462197581525427|z)) + 3735936685*(z&(x|~813462197581525427)) + 18446744069973614931*~(x&(813462197581525427^z)),  3735936685*~x
7471873370*~(y|987187011986941410) + 3735936685*~(x^(~y&987187011986941410)) + 18446744069973614931*(~(x|~y)|~(y^987187011986941410)) + 3735936685*y + 3735936685*((y&987187011986941410)|(~x&(y|987187011986941410))) + 18446744069973614931*~(~x&(~y&987187011986941410)),  3735936685*~x
18446744069973614931*~(x^(~4019432106853104927|z)) + 3735936685*((x^4019432106853104927)|~(x^z)) + 18446744069973614931*((x&4019432106853104927)|~(x^(4019432106853104927^z))) + 3735936685*(~x|(4019432106853104927|z)),  3735936685*~x
1711138135914846820*(y^~(x&(~y&5125065310364048705))) + 8367802972633289083*((x&5125065310364048705)^~(y&~5125065310364048705)) + 8367802965161415713*(y^~(~x&(y&5125065310364048705))) + 10078941108548135903*~(x&y) + 10078941108548135903*(~(x^y)|~(x^5125065310364048705)) + 16735605934058768111*~(~x&(y&5125065310364048705)) + 10078941104812199218*(x|(y&5125065310364048705)),  3735936685*~x
18446744069973614931*(~(x&~1313881001321079362)&(1313881001321079362^z)) + 18446744062501741561*(z^(x|(~1313881001321079362&z))) + 7471873370*~(x&z) + 3735936685*(z^(x&1313881001321079362)) + 3735936685*((x&1313881001321079362)|(x^(1313881001321079362^z))) + 18446744066237678246*(z^~(x|(~1313881001321079362&z))) + 3735936685*(z^~(x|(1313881001321079362&z))),  3735936685*~x
16812670388058812747*(x^2457323643493569819) + 1634073689386675554*~(x^(~y&2457323643493569819)) + 3268147371301477738*(x&(~y|2457323643493569819)) + 15178596702408073878*~(x^(~y|2457323643493569819)) + 1634073689386675554*((x&y)^(x^(~y|2457323643493569819))) + 15178596698672137193*(2457323643493569819^~(x|y)) + 1634073685650738869*(x|y),  3735936685*~x
3735936685*~(x|(~y|76958101479082237)) + 3735936685*(~x&(~y|76958101479082237)),  3735936685*~x
3735936685*~(x|(y&2970823533843378064)) + 18446744069973614931*((x|~y)&~(x^(y^2970823533843378064))) + 3735936685*((x|y)&~(x^(y^2970823533843378064))) + 3735936685*(y^~(x&(y|2970823533843378064))) + 18446744069973614931*(x&(~y|2970823533843378064)) + 18446744069973614931*~(x&~y) + 3735936685*(2970823533843378064^~(x|(y&2970823533843378064))),  3735936685*~x
18446744066237678246*(422292813489207997&~z) + 747187337*(422292813489207997^(~x|(422292813489207997&z))) + 5977498696*((422292813489207997&~z)|~(x|(~422292813489207997&z))) + 18446744070720802268*((x|~422292813489207997)&~(422292813489207997^z)) + 2988749348*((x&422292813489207997)|(x^(422292813489207997^z))) + 2241562011*(~422292813489207997|~(x^z)) + 18446744071467989605*(x|(~422292813489207997|z)),  3735936685*~x
12297829383718346639*(4225057678294541610^(x|(4225057678294541610|z))) + 6148914693727141662*((x|~4225057678294541610)&(4225057678294541610^z)) + 6148914693727141662*~(x|(~4225057678294541610&z)) + 12297829379982409954*(4225057678294541610^~(~x&(~4225057678294541610|z))) + 6148914686255268292*(x&(4225057678294541610|z)) + 12297829383718346639*~(~x&(~4225057678294541610|z)) + 12297829383718346639*(4225057678294541610^~(x|z)) + 6148914693727141662*(z&(x|4225057678294541610)),  3735936685*~x
4446837172987380769*(~(x&~181310942604458510)&(181310942604458510^z)) + 13999906896986234162*(~(x&181310942604458510)&(181310942604458510^z)) + 4446837180459254139*((x&z)^(181310942604458510|z)) + 13999906896986234162*(z^~(~x&(~181310942604458510|z))) + 18446744069973614931*(181310942604458510^~(~x&(~181310942604458510|z))) + 3735936685*~(x&181310942604458510) + 13999906896986234162*~(x^181310942604458510) + 4446837176723317454*(181310942604458510^~(x&(181310942604458510&z))),  3735936685*~x
3329489165461922644*~(~x|(~1278834798424432286|z)) + 3735936685*(z^~(x&(~1278834798424432286&z))) + 18446744069973614931*(z&(x^1278834798424432286)) + 3735936685*(z^(~x|(~1278834798424432286&z))) + 3329489165461922644*(~(x|1278834798424432286)|(x^(1278834798424432286^z))) + 15117254904511692287*(~z|~(x^1278834798424432286)) + 18446744066237678246*(x&z) + 7471873370*z,  3735936685*~x
18446744069973614931*(~z&~(x^5806001865146834373)) + 1494374674*(~5806001865146834373&(x^z)) + 1494374674*(~5806001865146834373&~(x^z)) + 2988749348*~(x|(5806001865146834373^z)) + 5230311359*((x&z)^(5806001865146834373|z)) + 18446744072215176942*(5806001865146834373^(x&(~5806001865146834373|z))) + 2988749348*(x|~z) + 18446744070720802268*(x|(5806001865146834373|z)),  3735936685*~x
12297829376246473269*(y^~(~x&(~y&1626512046297160267))) + 6148914693727141662*((y&1626512046297160267)^~(~x&(y^1626512046297160267))) + 6148914686255268292*(y&(x^1626512046297160267)) + 6148914693727141662*(1626512046297160267^(x&(~y|1626512046297160267))) + 6148914697463078347*~(x^(~y&1626512046297160267)) + 12297829383718346639*((x&y)|~(y^1626512046297160267)) + 12297829383718346639*(y^(~x&(y^1626512046297160267))) + 12297829379982409954*(y^(x&(y^1626512046297160267))),  3735936685*~x
3735936685*~(~x|(~y|3618146532406534226)) + 3735936685*~(y|~3618146532406534226) + 18446744069973614931*(x&y) + 3735936685*(~(x|~y)|~(y^3618146532406534226)) + 3735936685*((x&y)^(x^(~y|3618146532406534226))) + 18446744069973614931*~(y&~3618146532406534226),  3735936685*~x
6148914693727141662*(~8508818901482840921&(x^y)) + 6148914693727141662*(~(x&~y)&~(x^(y^8508818901482840921))) + 12297829379982409954*((x&y)|~(y|8508818901482840921)) + 12297829383718346639*((x&y)|~(y|~8508818901482840921)) + 6148914693727141662*(~(x|y)|~(y^8508818901482840921)) + 12297829379982409954*(x|(y&8508818901482840921)) + 12297829383718346639*(y|~(x^8508818901482840921)),  3735936685*~x
17891358901782321512*(x&(~5286559087365135312&z)) + 555385171927230104*(x&(5286559087365135312^z)) + 17891358901782321512*~(x&(~5286559087365135312|z)) + 17891358898046384827*(x&(5286559087365135312&z)) + 555385175663166789*(~x|(5286559087365135312&z)),  3735936685*~x
3735936685*(1431283860415817211^z) + 18446744055029868191*(z^~(~x|(~1431283860415817211&z))) + 11207810055*(~1431283860415817211|(x^z)) + 18446744066237678246*(~(x^1431283860415817211)&~(x^z)) + 18446744066237678246*(1431283860415817211^(~x|(1431283860415817211^z))) + 3735936685*(1431283860415817211^~(x&(1431283860415817211&z))) + 3735936685*(~(x^1431283860415817211)|(x^z)) + 7471873370*z,  3735936685*~x
3735936685*~(x^(~2850804107008910715&z)) + 3735936685*(x^(2850804107008910715^z)) + 18446744069973614931*~(x^(~2850804107008910715|z)),  3735936685*~x
1561823979603633475*(~1677357614402169900|(x^y)) + 18446744069973614931*((y&~1677357614402169900)|~(~x|(~y&1677357614402169900))) + 1561823983339570160*(~(x|y)|(x^(y^1677357614402169900))) + 18446744069973614931*(y^~(x&(y&1677357614402169900))) + 1561823979603633475*(1677357614402169900|(x&y)) + 3123647955471330265,  3735936685*~x
4436188772572468220*(~z&(x^5785411635501214170)) + 14010555304873020081*(~5785411635501214170&(x^z)) + 16228649687423317506*(5785411635501214170^~(x&(~5785411635501214170&z))) + 16228649687423317506*((x^5785411635501214170)&(x^z)) + 6654283158858702330*(~x&(~5785411635501214170|z)) + 4436188768836531535*~(~x|(5785411635501214170^z)) + 14010555304873020081*((x&z)^~(x^(~5785411635501214170&z))),  3735936685*~x
3735936685*(2317743867377782265^~(~x|(~y&2317743867377782265))) + 18446744069973614931*((x&y)^(x^(~y|2317743867377782265))) + 7471873370*(~x|(y&2317743867377782265)) + 18446744069973614931*(x|(y|2317743867377782265)),  3735936685*~x
3735936685*(~2540382053053483175&~(x^z)) + 7471873370*(2540382053053483175^(x|(2540382053053483175|z))) + 18446744066237678246*((x&~2540382053053483175)|(2540382053053483175^z)) + 3735936685*(z^(x&(2540382053053483175|z))) + 18446744066237678246*((x&2540382053053483175)|~(2540382053053483175^z)) + 11207810055*(2540382053053483175|~z) + 18446744069973614931*((x&~2540382053053483175)|~(2540382053053483175^z)),  3735936685*~x
